Actual,Predicted_Probability
1,0.05419660050344815
1,0.027472060551674726
-1,0.12596662311195775
-1,0.11078469103910722
1,0.09090430465514229
1,0.15514652317739516
1,0.2622719401513136
1,0.1679806838601416
1,0.17732810403725618
1,0.09090430465514229
1,0.18071805118402132
1,0.1679806838601416
1,0.17732810403725618
1,0.11013224773660484
1,0.17230323871683345
1,0.18914718378119574
1,0.15390539772241063
1,0.11013224773660484
-1,0.17230323871683345
-1,0.12022003639716593
-1,0.15390539772241063
